,Community Area,STORE NAME,Program Name,Program Type,Activity Status,Reduced Meal Eligibiity,Normalized Reduced Meal Eligiblity,HARDSHIP INDEX,LATITUDE,LONGITUDE
2010,SOUTH LAWNDALE,,Centro Familiar LaGran Esperan,SHELTER,INACTIVEAG,,,,41.852229,
2011,LOGAN SQUARE,,Healthcare Alternative Systems,GROUP HOME,ACTIVE,,,,41.917064700000005,
2012,WEST TOWN,,People Reaching Out Center,SHELTER,INACTIVEFB,,,,41.9067619,
2013,LOGAN SQUARE,,New Moms Inc.,SHELTER,INACTIVEFB,,,,41.9183472,
2014,HUMBOLDT PARK,,Casa Central -La Posada,GROUP HOME,INACTIVEFB,,,,41.9054648,
2015,WEST TOWN,,New Life Family Services,SHELTER,ACTIVE,,,,41.9122005,
2016,HUMBOLDT PARK,,New Saints of Humboldt Park,SHELTER,INACTIVEFB,,,,41.903225,
2017,SOUTH LAWNDALE,,San Jose Obrero Mission/Women,SHELTER,ACTIVE,,,,41.8478393,
2018,WEST TOWN,,New Life Family Services,SHELTER,INACTIVEFB,,,,41.9121966,
2019,WEST TOWN,,New Life Family Services,SHELTER,ACTIVE,,,,41.9120894,
2020,LOWER WEST SIDE,,Whirling Rainbow Kitchen,SOUP KITCH,INACTIVEFB,,,,41.8590597,
2021,SOUTH LAWNDALE,,"La Cruzada Misionera, Inc.",SOUP KITCH,INACTIVEFB,,,,41.852229,
2022,LOWER WEST SIDE,,St. Pius Soup Kitchen,SOUP KITCH,ACTIVE,,,,41.85530120000001,
2023,LOGAN SQUARE,,Humboldt Park: Social Svcs. SK,SOUP KITCH,INACTIVEFB,,,,41.920320000000004,
2024,LOWER WEST SIDE,,Providence of God Soup Kitchen,SOUP KITCH,INACTIVEFB,,,,41.857329799999995,
2025,LOWER WEST SIDE,,ST. MATTHEW LUTHERAN CHURCH,SOUP KITCH,INACTIVEFB,,,,41.8541873,
2026,PORTAGE PARK,,Polish American Association SK,SOUP KITCH,ACTIVE,,,,41.9508258,
2027,BERWYN,,Christian Life Center,SOUP KITCH,INACTIVEAG,,,,41.8301737,
2028,WEST TOWN,,Ctr Home for Hispanic Elderly,SENIOR,INACTIVEFB,,,,41.90680709999999,
2029,SOUTH LAWNDALE,,Pilsen Little Village SP,GROUP HOME,INACTIVEAG,,,,41.84984679999999,
2030,HUMBOLDT PARK,,Gateway Foundation I,GROUP HOME,ACTIVE,,,,41.912275,
2031,HUMBOLDT PARK,,Circle Family Healthcare Ntwk,GROUP HOME,INACTIVEAG,,,,41.911065,
2032,BRIGHTON PARK,,C.D.J.,SOUP KITCH,INACTIVEAG,,,,41.818360600000005,
2033,HUMBOLDT PARK,,Casa Central-La Posada,PANTRY,ACTIVE,,,,41.9054648,
2034,LOWER WEST SIDE,,El Valor,SPECIAL,INACTIVEFB,,,,41.8556154,
2035,ARCHER HEIGHTS,,Internal Food Rescue,SPECIAL,INACTIVEFB,,,,41.8182227,
2036,ARCHER HEIGHTS,,Special Warehouse Distribution,SPECIAL,ACTIVE,,,,41.8182227,
2037,LOGAN SQUARE,,Christopher House Logan Square,PANTRY,INACTIVEFB,,,,41.926336600000006,
2038,AVONDALE,,Christopher House-College Prep,SPECIAL,INACTIVEFB,,,,41.9412821,
2039,HUMBOLDT PARK,,La Casa Norte Inc.,GROUP HOME,ACTIVE,,,,41.909734,
2040,LOGAN SQUARE,,New Moms Inc.,SOUP KITCH,INACTIVEFB,,,,41.918296600000005,
2041,ARCHER HEIGHTS,,SouthWest Lunch Bus,KIDS CAFE,INACTIVEAG,,,,41.8182227,
2042,HUMBOLDT PARK,,La Casa Norte Inc.,PANTRY,ACTIVE,,,,41.909734,
2043,PORTAGE PARK,,Portage Park,SPECIAL,INACTIVEFB,,,,41.955369,
2044,BRIGHTON PARK,,CPS Warehouse,SPECIAL,INACTIVEFB,,,,41.8076287,
2045,LOGAN SQUARE,,Storehouse,SPECIAL,INACTIVEFB,,,,41.9268018,
2046,LOGAN SQUARE,,Logan square Neighborhood Ntwk,SPECIAL,INACTIVEFB,,,,41.9170722,
2047,HUMBOLDT PARK,,Youth Service Project,KIDS CAFE,INACTIVEAG,,,,41.910242499999995,
2048,LOWER WEST SIDE,,New Life Pilsen,SPECIAL,INACTIVEFB,,,,41.8461503,
2049,WEST TOWN,,Humboldt Park Armory,SPECIAL,ACTIVE,,,,41.90968549999999,
2050,NEW CITY,,Chicago Indoor Sports,SPECIAL,INACTIVEFB,,,,41.822683399999995,
2051,BELMONT CRAGIN,,New Life Family Services,SEASONAL,INACTIVEFB,,,,41.9317188,
2052,WEST TOWN,,New Life Family Services,SEASONAL,INACTIVEFB,,,,41.91219210000001,
2053,LOGAN SQUARE,,La Casa Norte Inc.,SHELTER,ACTIVE,,,,41.9168829,
2054,LOGAN SQUARE,,Logan Square - CCHHS,SPECIAL,ACTIVE,,,,41.9250861,
2055,IRVING PARK,,Emmaus Ministries,SOUP KITCH,ACTIVE,,,,41.9577406,
2056,AVONDALE,,Northwest Senior Center,SENIOR,ACTIVE,,,,41.938126700000005,
2057,JEFFERSON PARK,,Food Box-Northwest Outpost,FOODBOX,INACTIVEFB,,,,41.969021999999995,
2058,IRVING PARK,,Food Box - Salvation Army,FOODBOX,INACTIVEFB,,,,41.955215700000004,
2059,LINCOLN PARK,,Food BoxSt. Bonaventure Parish,FOODBOX,INACTIVEFB,,,,41.9324203,
2060,IRVING PARK,,Food Box-Iglesia de DiosPeniel,FOODBOX,INACTIVEFB,,,,41.9607224,
2061,PORTAGE PARK,,Food Box - Our Lady of Victory,FOODBOX,INACTIVEAG,,,,41.9615078,
2062,PORTAGE PARK,,Food Box-St. John Lutheran Chr,FOODBOX,INACTIVEFB,,,,41.960296,
2063,LAKE VIEW,,Madonna House-Catho. Charities,CDHS-PRO,ACTIVE,,,,41.9513433,
2064,WEST TOWN,,Greenhouse Shelter,CDHS-PRO,ACTIVE,,,,41.910120899999995,
2065,UPTOWN,,Families Building Com/Heartlan,CDHS-PRO,INACTIVEAG,,,,41.9620374,
2066,LINCOLN SQUARE,,Korean American Women/PHWSTS,CDHS-PRO,ACTIVE,,,,41.9661151,
2067,LINCOLN PARK,,SVDP: Daycare,DAY CARE,INACTIVEFB,,,,41.9213938,
2068,IRVING PARK,,Asencion Respite Center,DAY CARE,INACTIVEAG,,,,41.9550978,
2069,WEST TOWN,,Northwestern University House,FOODBOX,INACTIVEFB,,,,41.900017600000005,
2070,NORWOOD PARK,,New Hope United Methodist,FOODBOX,INACTIVEFB,,,,41.9920892,
2071,WEST TOWN,,ULBGC Two (Talcott School),KIDS CAFE,INACTIVEFB,,,,41.8927743,
2072,UPTOWN,,American Indian Center,KIDS CAFE,INACTIVEFB,,,,41.965460799999995,
2073,WEST TOWN,,Clemente High School,KIDS CAFE,INACTIVEFB,,,,41.9026168,
2074,LAKE VIEW,,Gill Park,CACFP,ACTIVE,,,,41.952355,
2075,LAKE VIEW,,Lakeview YMCA,CACFP,ACTIVE,,,,41.942468700000006,
2076,WEST TOWN,,Street Level Youth Media,SFSP,ACTIVE,,,,41.9117373,
2077,LOGAN SQUARE,,McCormickTribuneYMCA3 Drummond,KIDS CAFE,INACTIVEFB,,,,41.9157205,
2078,WEST TOWN,,McCormick Tribune Pritzker,KIDS CAFE,INACTIVEAG,,,,41.9068861,
2079,NORTHLAKE,,Northlake Public Library,SFSP,ACTIVE,,,,41.91147489999999,
2080,NORTH PARK,,The Salvation Army Mayfair,SFSP,ACTIVE,,,,41.9729857,
2081,LINCOLN PARK,,CHA-Lathrop,SFSP,ACTIVE,,,,41.928907,
2082,UPTOWN,,Community Counseling Centers,SFSP,ACTIVE,,,,41.968022600000005,
2083,NORTH CENTER,,Neighborhood Boys & Girls Club,SFSP,ACTIVE,,,,41.9536565,
2084,WEST TOWN,,Esperanza School,KIDS CAFE,INACTIVEFB,,,,41.891418200000004,
2085,HUMBOLDT PARK,,ULBGC-Miguel Barreto,SFSP,ACTIVE,,,,41.90360870000001,
2086,DUNNING,,Wright College,HKM,ACTIVE,,,,41.958811700000005,
2087,NORTH PARK,,Northeastern Illinois Univ.,HKM,ACTIVE,,,,41.980847100000005,
2088,LAKE VIEW,,Ravenswood Community Services,GCFD-MP,ACTIVE,,,,41.9608864,
2089,ALBANY PARK,,Eugene Park-DFSS Service Fair,FOODBOX,INACTIVEFB,,,,41.9739865,
2090,ALBANY PARK,,Northeast Levy Center,FOODBOX,INACTIVEFB,,,,41.96825550000001,
2091,NORWOOD PARK,,Norwood Senior Center,FOODBOX,INACTIVEFB,,,,41.9924792,
2092,WEST TOWN,,Northwestern University House,FOODBOX,INACTIVEFB,,,,41.900017600000005,
2093,WEST TOWN,,Sabin School,N4K,INACTIVEAG,,,,41.9072003,
2094,WEST TOWN,,Talcott School,N4K,INACTIVEFB,,,,41.8927743,
2095,WEST TOWN,,Talcott Elementary,N4K,INACTIVEFB,,,,41.8927743,
2096,WEST TOWN,,Sabin Elementary,N4K,INACTIVEFB,,,,41.9072003,
2097,LAKE VIEW,,Greeley Elementary School,N4K,INACTIVEFB,,,,41.953195799999996,
2098,NORTH CENTER,,Common Pantry,ONSITE,INACTIVEFB,,,,41.9500828,
2099,WEST TOWN,,Santa Maria Adolorata,ONSITE,INACTIVEFB,,,,41.89199779999999,
2100,PORTAGE PARK,,St. Mary of Providence School,ONSITE,INACTIVEFB,,,,41.957609999999995,
2101,UPTOWN,,Our Lady of Lourdes SK,ONSITE,INACTIVEFB,,,,41.9664797,
2102,LAKE VIEW,,Lakeview Pantry,ONSITE,INACTIVEFB,,,,41.9522214,
2103,UPTOWN,,American Indian Center,ONSITE,INACTIVEFB,,,,41.965460799999995,
2104,LINCOLN PARK,,SVDP: Daycare,ONSITE,INACTIVEFB,,,,41.9213938,
2105,NORTH PARK,,North Park Friendship Center,ONSITE,INACTIVEFB,,,,41.975994899999996,
2106,WEST TOWN,,Northwestern University House,ONSITE,INACTIVEFB,,,,41.900017600000005,
2107,WEST TOWN,,Esperanza Community Services,ONSITE,INACTIVEFB,,,,41.891418200000004,
2108,LINCOLN PARK,,SVDP: Parish Food Pantry,ONSITE,INACTIVEFB,,,,41.922208000000005,
2109,IRVING PARK,,Lydia Home Association,ONSITE,INACTIVEFB,,,,41.953953999999996,
2110,NEAR WEST SIDE,,Kaleidoscope,ONSITE,INACTIVEFB,,,,41.9050953,
2111,LAKE VIEW,,Lakeview Pantry - West,ONSITE,INACTIVEFB,,,,41.93545599999999,
2112,DUNNING,,St. Cyprian Food Pantry Road,ONSITE,INACTIVEFB,,,,41.95264419999999,
2113,LOGAN SQUARE,,St. Sylvester Shelter,ONSITE,INACTIVEFB,,,,41.9513433,
2114,ELMWOOD PARK,,Alvernia Pantry,ONSITE,INACTIVEFB,,,,41.9351074,
2115,WEST TOWN,,St. Stanislaus Kostka SK,ONSITE,INACTIVEFB,,,,41.957609999999995,
2116,WEST TOWN,,Greenhouse Shelter,ONSITE,INACTIVEFB,,,,41.910120899999995,
2117,LAKE VIEW,,Deborah's Place- Marah's,ONSITE,INACTIVEFB,,,,41.9351806,
2118,LINCOLN SQUARE,,North Shore SDA Church,ONSITE,INACTIVEFB,,,,41.9763222,
2119,LAKE VIEW,,Northside Housing,ONSITE,INACTIVEFB,,,,41.947085200000004,
2120,WEST TOWN,,Franciscan Outreach (Marquard),ONSITE,INACTIVEFB,,,,41.9088702,
2121,WEST TOWN,,Night Ministry,ONSITE,INACTIVEFB,,,,41.941424100000006,
2122,NORWOOD PARK,,Windy City Community Church,ONSITE,INACTIVEFB,,,,41.992453999999995,
2123,NORRIDGE,,TSA: Norridge Food Pantry,ONSITE,INACTIVEFB,,,,41.9742944,
2124,LAKE VIEW,,Philipino American SSHRC,ONSITE,INACTIVEFB,,,,41.9541069,
2125,NORTH PARK,,Albany Park CC Food Pantry,ONSITE,INACTIVEFB,,,,41.974624,
2126,WEST TOWN,,Erie Neighborhood House,ONSITE,INACTIVEFB,,,,41.89317020000001,
2127,LAKE VIEW,,Faith Tabernacle Church: North,ONSITE,INACTIVEFB,,,,41.95075679999999,
2128,UPTOWN,,Ravenswood Community Services,ONSITE,INACTIVEFB,,,,41.9649791,
2129,JEFFERSON PARK,,WSMRCA/Austin Special (Rosie's,ONSITE,INACTIVEFB,,,,41.977652,
2130,LOGAN SQUARE,,Healthcare Alternative Sys 2,ONSITE,INACTIVEFB,,,,41.9152499,
2131,LINCOLN PARK,,Christopher House,ONSITE,INACTIVEFB,,,,41.92726270000001,
2132,IRVING PARK,,TSA: Irving Park,ONSITE,INACTIVEFB,,,,41.955215700000004,
2133,LINCOLN PARK,,St. Vincent De Paul Ctr Pantry,ONSITE,INACTIVEFB,,,,41.9213938,
2134,LINCOLN SQUARE,,SDA Church Food Pantry,ONSITE,INACTIVEFB,,,,41.9634614,
2135,IRVING PARK,,Irving Park Community F. P.,ONSITE,INACTIVEFB,,,,41.9501773,
2136,NORWOOD PARK,,Norwood Crossing,ONSITE,INACTIVEFB,,,,41.9909323,
2137,LAKE VIEW,,Center on Halsted,ONSITE,INACTIVEFB,,,,41.9485684,
2138,DES PLAINES,,Trinity Services Inc.,ONSITE,INACTIVEFB,,,,42.01427460000001,
2139,NORWOOD PARK,,New Hope United Methodist,ONSITE,INACTIVEFB,,,,41.9920892,
2140,WEST TOWN,,ULBGC Two (Talcott School),ONSITE,INACTIVEAG,,,,41.8927743,
2141,LINCOLN PARK,,Little Sisters of the Poor,ONSITE,INACTIVEFB,,,,41.9242391,
2142,LINCOLN PARK,,Thresholds - Dincin Center,ONSITE,INACTIVEFB,,,,41.9315216,
2143,IRVING PARK,,Northwest Church of Christ,ONSITE,INACTIVEFB,,,,41.96459829999999,
2144,LINCOLN PARK,,TSA: Clybourn Ave,ONSITE,INACTIVEFB,,,,41.9229675,
2145,LINCOLN PARK,,Christopher House-College Prep,ONSITE,INACTIVEFB,,,,41.92726270000001,
2146,LAKE VIEW,,The night Ministries II,ONSITE,INACTIVEFB,,,,41.941424100000006,
2147,WEST TOWN,,First Bethlehem Lutheran Ch.,ONSITE,INACTIVEFB,,,,41.908949,
2148,DUNNING,,New Horizon Center,ONSITE,INACTIVEFB,,,,41.958687700000006,
2149,NORTH CENTER,,Lathrop Homes,GCFD-PM,INACTIVEFB,,,,41.932567600000006,
2150,NORTH CENTER,,Lathrop Homes,GCFD-PM,INACTIVEFB,,,,41.932567600000006,
2151,WEST TOWN,,12th Chicago Police Department,GCFD-PM,ACTIVE,,,,41.8966966,
2152,NORTH CENTER,,Common Pantry,GCFD-PM,ACTIVE,,,,41.9500828,
2153,DUNNING,,Wright College,GCFD-PM,INACTIVEFB,,,,41.958811700000005,
2154,PORTAGE PARK,,Living Witness Food Pantry,PANTRY,INACTIVEFB,,,,41.9568264,
2155,UPTOWN,,American Indian Center,PANTRY,ACTIVE,,,,41.965460799999995,
2156,LAKE VIEW,,North Side Housing Pantry,PANTRY,INACTIVEFB,,,,41.947085200000004,
2157,LINCOLN PARK,,Christoper House - Greenview,PANTRY,INACTIVEFB,,,,41.92726270000001,
2158,LINCOLN PARK,,St. Bonaventure Food Pantry,PANTRY,INACTIVEAG,,,,41.932213700000005,
2159,LAKE VIEW,,Philipino American SSHRC,PANTRY,ACTIVE,,,,41.9541069,
2160,IRVING PARK,,TSA: Irving Park Food Pantry,PANTRY,ACTIVE,,,,41.955215700000004,
2161,NORTH CENTER,,Common Pantry,PANTRY,ACTIVE,,,,41.9500828,
2162,LAKE VIEW,,Lakeview Pantry - Sheridan,PANTRY,ACTIVE,,,,41.9539968,
2163,IRVING PARK,,Irving Park Community F. P.,PANTRY,ACTIVE,,,,41.9501773,
2164,UPTOWN,,Ravenswod Community Svcs PY,PANTRY,ACTIVE,,,,41.9651809,
2165,LINCOLN PARK,,SVDP: Center Food Pantry,PANTRY,ACTIVE,,,,41.9213938,
2166,LAKE VIEW,,Lakeview Pantry - Oakdale,PANTRY,ACTIVE,,,,41.93545599999999,
2167,LINCOLN PARK,,SVDP: Parish Food Pantry,PANTRY,ACTIVE,,,,41.922208000000005,
2168,LINCOLN SQUARE,,SDA Church Food Pantry,PANTRY,INACTIVEFB,,,,41.9634614,
2169,NORRIDGE,,TSA: Norridge Food Pantry,PANTRY,ACTIVE,,,,41.9742944,
2170,DUNNING,,St. Cyprian Food Pantry,PANTRY,ACTIVE,,,,41.95264419999999,
2171,LINCOLN SQUARE,,North Shore SDA Church,PANTRY,ACTIVE,,,,41.9763222,
2172,NORTH PARK,,North Park Friendship Center,PANTRY,ACTIVE,,,,41.975994899999996,
2173,LINCOLN SQUARE,,Ravenswood Outreach FD Pantry,PANTRY,INACTIVEAG,,,,41.9681198,
2174,WEST TOWN,,Santa Maria Adolorata,PANTRY,ACTIVE,,,,41.89199779999999,
2175,LAKE VIEW,,Open Arms United WorshipCenter,PANTRY,INACTIVEAG,,,,41.95075679999999,
2176,ELMWOOD PARK,,Alvernia Pantry,PANTRY,ACTIVE,,,,41.9351074,
2177,LAKE VIEW,,Thresholds Mother's Project,PANTRY,INACTIVEFB,,,,41.940003000000004,
2178,IRVING PARK,,Ascencion Respite Care,PANTRY,INACTIVEAG,,,,41.9550978,
2179,WEST TOWN,,Northwestern University House,PANTRY,ACTIVE,,,,41.900017600000005,
2180,WEST TOWN,,Centro San Bonifacio,PANTRY,INACTIVEFB,,,,41.906103200000004,
2181,NORTH PARK,,Albany Park CC Food Pantry,PANTRY,ACTIVE,,,,41.9744157,
2182,WEST TOWN,,Erie Neighborhood House,PANTRY,INACTIVEAG,,,,41.89317020000001,
2183,NORWOOD PARK,,Windy City Community Church,PANTRY,ACTIVE,,,,41.9923097,
2184,NORTH CENTER,,Chaplains for Christ,PANTRY,INACTIVEAG,,,,41.939271000000005,
2185,NORWOOD PARK,,New Hope United Methodist,PANTRY,ACTIVE,,,,41.9920892,
2186,IRVING PARK,,Northwest Church of Christ,PANTRY,ACTIVE,,,,41.96459829999999,
2187,WEST TOWN,,First Bethlehem Lutheran Ch.,PANTRY,ACTIVE,,,,41.908949,
2188,LAKE VIEW,,Broadway Youth Center,PANTRY,INACTIVEFB,,,,41.936283200000005,
2189,WEST TOWN,,The Living Room Chabad of,PANTRY,ACTIVE,,,,41.9111045,
2190,LINCOLN PARK,,St. Teresa Food Pantry,PANTRY,ACTIVE,,,,41.917579700000005,
2191,LINCOLN SQUARE,,Lincoln Square Friendship Ctn,PANTRY,ACTIVE,,,,41.9684473,
2192,PORTAGE PARK,,St. John Lutheran Church,PANTRY,ACTIVE,,,,41.960296,
2193,ALBANY PARK,,The Holy Order of Cherubim and,PANTRY,ACTIVE,,,,41.969949299999996,
2194,FRANKLIN PARK,,Leyden Family Services,PANTRY,ACTIVE,,,,41.9302719,
2195,JEFFERSON PARK,,WSMR/Austin Special (Rosie's),GROUP HOME,INACTIVEFB,,,,41.977652,
2196,JEFFERSON PARK,,WSMRCA/Austin Special,GROUP HOME,INACTIVEFB,,,,41.977562,
2197,LAKE VIEW,,Northside Housing,SHELTER,INACTIVEFB,,,,41.947085200000004,
2198,LAKE VIEW,,Deborah's Place- Marah's,SHELTER,ACTIVE,,,,41.9351806,
2199,LAKE VIEW,,Madonna House-Catho. Charities,SHELTER,ACTIVE,,,,41.9513433,
2200,WEST TOWN,,Greenhouse Shelter,SHELTER,ACTIVE,,,,41.910120899999995,
2201,WEST TOWN,,Deborah's Place-Irene,SHELTER,INACTIVEAG,,,,41.9130296,
2202,LINCOLN PARK,,Little Srs. of the Poor,SHELTER,INACTIVEFB,,,,41.9242391,
2203,LOGAN SQUARE,,Healthcare Alternative Sys 2,GROUP HOME,ACTIVE,,,,41.9152499,
2204,LINCOLN PARK,,Little Sisters of the Poor,SHELTER,INACTIVEFB,,,,41.9242391,
2205,LINCOLN PARK,,Thresholds - Dincin Center,SHELTER,INACTIVEFB,,,,41.9315216,
2206,LINCOLN PARK,,TSA: Clybourn Ave,SHELTER,ACTIVE,,,,41.9229675,
2207,LAKE VIEW,,The Night Ministries II,SHELTER,ACTIVE,,,,41.941424100000006,
2208,IRVING PARK,,TSA: Irving Park SK,SOUP KITCH,INACTIVEAG,,,,41.955215700000004,
2209,UPTOWN,,Our Lady of Lourdes SK,SOUP KITCH,ACTIVE,,,,41.9664797,
2210,IRVING PARK,,Mount Olive Soup Kitchen,SOUP KITCH,INACTIVEAG,,,,41.9532263,
2211,WEST TOWN,,St. Stanislaus Kostka SK,SOUP KITCH,ACTIVE,,,,41.9060156,
2212,WEST TOWN,,Franciscan Outreach (Marquard),SOUP KITCH,ACTIVE,,,,41.9088702,
2213,LAKE VIEW,,Thresholds Mother's Project,SOUP KITCH,INACTIVEFB,,,,41.940003000000004,
2214,UPTOWN,,Ravenswood Community Svcs SK,SOUP KITCH,ACTIVE,,,,41.9651809,
2215,LAKE VIEW,,Center on Halsted,SOUP KITCH,ACTIVE,,,,41.9485684,
2216,UPTOWN,,American Indian Center,SOUP KITCH,ACTIVE,,,,41.965460799999995,
2217,LINCOLN PARK,,Thresholds - Dincin Center,SOUP KITCH,ACTIVE,,,,41.9315216,
2218,WEST TOWN,,New Hope Bible Church,SOUP KITCH,INACTIVEFB,,,,41.90232460000001,
2219,NORTH PARK,,Fresh 82 Cafe,SOUP KITCH,INACTIVEFB,,,,41.9861619,
2220,LINCOLN PARK,,St. Teresa of Avila Parish,SOUP KITCH,ACTIVE,,,,41.917579700000005,
2221,DUNNING,,St. Priscilla Convent,SENIOR,INACTIVEFB,,,,41.9451072,
2222,IRVING PARK,,Lydia Home Association,GROUP HOME,INACTIVEAG,,,,41.953953999999996,
2223,WEST TOWN,,Esperanza Community Services,SCHOOL,ACTIVE,,,,41.891418200000004,
2224,LINCOLN SQUARE,,Jane Addams Resource Corp,SEASONAL,INACTIVEFB,,,,41.962695700000005,
2225,WEST TOWN,,27th Ward,SEASONAL,INACTIVEFB,,,,41.895831,
2226,LINCOLN SQUARE,,Thresholds Bridge Deaf North,PANTRY,INACTIVEAG,,,,41.969050700000004,
2227,NORWOOD PARK,,Norwood Crossing,SHELTER,INACTIVEFB,,,,41.9909323,
2228,DES PLAINES,,Trinity Services Inc.,PANTRY,INACTIVEFB,,,,42.01427460000001,
2229,PORTAGE PARK,,St. Mary of Providence School,SPECIAL,ACTIVE,,,,41.957609999999995,
2230,NORTH CENTER,,Thresholds Young Adult Program,SOUP KITCH,INACTIVEFB,,,,41.958367200000005,
2231,LAKE VIEW,,Lakeview Pantry-HOME DELIVERY,PANTRY,ACTIVE,,,,41.9539968,
2232,DUNNING,,New Horizon Center,SPECIAL,INACTIVEFB,,,,41.958687700000006,
2233,IRVING PARK,,Irving Park YMCA,SPECIAL,INACTIVEAG,,,,41.953171000000005,
2234,WEST TOWN,,Erie House,SPECIAL,INACTIVEAG,,,,41.89317020000001,
2235,LAKE VIEW,,Bristol Senior Apartments,SENIOR,INACTIVEFB,,,,41.9429651,
2236,WEST TOWN,,Lidia Pucinska Senior Apts,SENIOR,INACTIVEFB,,,,41.897515999999996,
2237,LINCOLN PARK,,Lathrop Elderly Apartments,GCFD-PRO,INACTIVEFB,,,,41.9308048,
2238,UPTOWN,,American Indian Center,SENIOR,INACTIVEAG,,,,41.965460799999995,
2239,NORTH CENTER,,St. Vincent DePaul Residences,SENIORPRO,ACTIVE,,,,41.9552205,
2240,LINCOLN PARK,,Lathrop Elderly Apartments,SENIOR,INACTIVEFB,,,,41.9308048,
2241,LINCOLN SQUARE,,Levy Senior Center,SENIOR,ACTIVE,,,,41.968468900000005,
2242,LINCOLN PARK,,Lathrop Elderly Apts,SENIORPRO,ACTIVE,,,,41.9308048,
2243,FRANKLIN PARK,,Franklin Tower Apts,SENIORBOX,ACTIVE,,,,41.93496469999999,
2244,WEST TOWN,,Lidia Pucinska Senior Apts,SENIORPRO,ACTIVE,,,,41.897515999999996,
2245,NORTH CENTER,,Silent Cooperative Apartments,SENIORBOX,ACTIVE,,,,41.939885,
2246,PALATINE,,Buehler YMCA at Falcon Park,CACFP,INACTIVEAG,,,,42.1496919,
2247,PALATINE,,Buehler YMCA at Falcon Park,CACFP,ACTIVE,,,,42.1496919,
2248,PALATINE,,The Chapel Palatine,GCFD-MP,INACTIVEAG,,,,42.1183256,
2249,ROLLING MEADOWS,,Wings Program Inc.,ONSITE,INACTIVEFB,,,,42.094430700000004,
2250,PALATINE,,Palatine Township,ONSITE,INACTIVEFB,,,,42.0971579,
2251,INVERNESS,,Holy Family Parish,GCFD-PM,ACTIVE,,,,42.108469899999996,
2252,PALATINE,,Palatine Township,PANTRY,ACTIVE,,,,42.0971579,
2253,ROLLING MEADOWS,,Wings Program Inc.,SHELTER,ACTIVE,,,,42.094430700000004,
2254,PALATINE,,Greencastle of Palatine,SENIORBOX,ACTIVE,,,,42.11870510000001,
2255,BARRINGTON,,Greencastle of Barrington,SENIORBOX,ACTIVE,,,,42.15416949999999,
2256,WASHINGTON PARK,,Food Box-First Unity M.B.C.,FOODBOX,INACTIVEFB,,,,41.80103099999999,
2257,EAST GARFIELD PARK,,Food Box-Greater St. John Ch.,FOODBOX,INACTIVEFB,,,,41.8816417,
2258,HUMBOLDT PARK,,Food Box - Yth Ctr Ch of God,FOODBOX,INACTIVEFB,,,,41.9032404,
2259,AUSTIN,,Food-BoxAustin Pple's Actn Ctr,FOODBOX,INACTIVEFB,,,,41.887021600000004,
2260,GRAND BOULEVARD,,Food Box-1st Stdfast Bapt. Ch.,FOODBOX,INACTIVEFB,,,,41.81914769999999,
2261,NORTH LAWNDALE,,Food Box-Tbrncle of Grace Ch.,FOODBOX,INACTIVEFB,,,,41.86392499999999,
2262,AUSTIN,,Food Box-New Zion Cty M.B.C.,FOODBOX,INACTIVEFB,,,,41.8891685,
2263,AUSTIN,,Food Box-Gtr Dmscus Bapt. Ch.,FOODBOX,INACTIVEFB,,,,41.8734242,
2264,NORTH LAWNDALE,,Food Box-Grace Memorial Church,FOODBOX,INACTIVEFB,,,,41.8607899,
2265,NEAR NORTH SIDE,,Food Box-St. Matthews Un Mth,FOODBOX,INACTIVEFB,,,,41.9008902,
2266,ENGLEWOOD,,Food Box-New Macedonia Ch.,FOODBOX,INACTIVEFB,,,,41.77908499999999,
2267,NEAR WEST SIDE,,Food Box-Zion HIll Baptist CH,FOODBOX,INACTIVEFB,,,,41.8654994,
2268,GRAND BOULEVARD,,Food Box-Sunlight Outrch Ch.,FOODBOX,INACTIVEFB,,,,41.8030282,
2269,WEST TOWN,,Food Box-Gethsemani Ptcstl Mvt,FOODBOX,INACTIVEFB,,,,41.900382,
2270,GRAND BOULEVARD,,Food Box-Steadfast Bapt. Ch.,FOODBOX,INACTIVEFB,,,,41.81914769999999,
2271,NORTH LAWNDALE,,Food Box-Love Outreach Church,FOODBOX,INACTIVEFB,,,,41.858959000000006,
2272,EAST GARFIELD PARK,,Food Box-Emergency Services,FOODBOX,ACTIVE,,,,41.8805104,
2273,NEW CITY,,Food Box-MMc Dowell Comm Ctr,FOODBOX,INACTIVEFB,,,,41.801125299999995,
2274,EAST GARFIELD PARK,,Food Box- Garf Comm Svc Off,FOODBOX,ACTIVE,,,,41.8805104,
2275,AUSTIN,,Food Box-St. Mary's Church,FOODBOX,INACTIVEFB,,,,41.872907700000006,
2276,HUMBOLDT PARK,,Food Box-Chicago Victory,FOODBOX,INACTIVEFB,,,,41.8996686,
2277,WEST GARFIELD PARK,,Food Box- Corinth. Tmpl C.O.G.,FOODBOX,INACTIVEFB,,,,41.8819536,
2278,NEAR WEST SIDE,,Food Box - CDHS Meals Program,FOODBOX,INACTIVEFB,,,,41.87983819999999,
2279,GRAND BOULEVARD,,Food Box-Firma Community Ser,FOODBOX,INACTIVEFB,,,,41.8089912,
2280,GRAND BOULEVARD,,Food Box-Firman Community Ser,FOODBOX,INACTIVEFB,,,,41.8089912,
