id,Program Type,Program Name,Community Area,Activity Status,lat,lon
1580,GCFD-PM,Kenmore Plaza,Archer Heights,INACTIVEFB,41.8114304,-87.72989059999999
1581,GCFD-PM,M.E.D.A.,Lower West Side,INACTIVEFB,41.8481449,-87.6855108
1582,GCFD-PM,Latin American Youth Center,Lower West Side,INACTIVEFB,41.8591576,-87.6455658
1583,GCFD-PM,St. Adalbert Pantry,Lower West Side,INACTIVEFB,41.8590173,-87.6677871
1584,GCFD-PM,San Lucas Food Pantry,West Town,INACTIVEFB,41.9103824,-87.6998524
1585,GCFD-PM,Health Promoters LittleVillage,South Lawndale,INACTIVEFB,41.85154199999999,-87.7022297
1586,GCFD-PM,Humboldt Park Coop,West Town,INACTIVEFB,41.9100417,-87.70186609999999
1587,GCFD-PM,McCormick Tribune-YMCA,Logan Square,ACTIVE,41.9148012,-87.7197478
1588,GCFD-PM,St. Adalberts Food Pantry,Lower West Side,INACTIVEAG,41.8590173,-87.6677871
1589,GCFD-PM,San Lucas UCC,West Town,ACTIVE,41.9065806,-87.70136869999999
1590,GCFD-PM,Chicago Hope Program,Logan Square,INACTIVEFB,41.92667549999999,-87.7066942
1591,GCFD-PM,Greater Exodus Baptist Church,West Town,INACTIVEFB,41.9064561,-87.6922675
1592,GCFD-PM,Iglesia Evangelical Emmanuel,Belmont Cragin,ACTIVE,41.917128,-87.751684
1593,GCFD-PM,St. Mark Church Food Pantry,West Town,INACTIVEFB,41.9007744,-87.68974449999999
1594,GCFD-PM,TSA: Templo Laramie,Cicero,ACTIVE,41.8481294,-87.75360970000001
1596,GCFD-PM,Saint Anthony Hospital,South Lawndale,INACTIVEFB,41.855127,-87.6981271
1597,GCFD-PM,Mount Carmel,Melrose Park,INACTIVEFB,41.8971204,-87.8612368
1598,GCFD-PM,Urban Initiatives,New City,INACTIVEFB,41.8226834,-87.6666496
1599,GCFD-PM,Saint Anthony Hospital,South Lawndale,ACTIVE,41.855127,-87.6981271
1600,PANTRY,Lighthouse of Hope,Melrose Park,ACTIVE,41.9082734,-87.8556612
1601,PANTRY,Pilsen Little Village CMHC II,Lower West Side,ACTIVE,41.8496591,-87.67544730000002
1602,PANTRY,GREATER GARFIELD HEADSTART PY,Logan Square,INACTIVEAG,41.9208731,-87.7003234
1603,PANTRY,Mt. Carmel Parish (CASA),Melrose Park,ACTIVE,41.8974513,-87.8611538
1604,PANTRY,B.U.M.P.,Irving Park,INACTIVEFB,41.95213570000001,-87.705511
1605,PANTRY,HISPANIC LUTHERAN MINISTRY,Humboldt Park,INACTIVEAG,41.9098613,-87.7141786
1606,PANTRY,St. Adalbert Food Pantry,Lower West Side,INACTIVEAG,41.8590173,-87.6677871
1607,PANTRY,Iglesia Evangelica Emanuel-IEE,Belmont Cragin,ACTIVE,41.917128,-87.751684
1608,PANTRY,St. Sylvester Parish,Logan Square,ACTIVE,41.9214559,-87.7006061
1609,PANTRY,European American Association,West Town,ACTIVE,41.9026671,-87.69798709999999
1610,PANTRY,Elijah's Food Pantry,Logan Square,ACTIVE,41.9302558,-87.6997679
1611,PANTRY,Soldiers of the Cross,Humboldt Park,INACTIVEAG,41.909765,-87.713123
1612,PANTRY,St. Pius V Parish Pantry,Lower West Side,ACTIVE,41.8553012,-87.6657888
1613,PANTRY,Humboldt Park: Social Svcs. PY,Logan Square,INACTIVEAG,41.92032,-87.69890989999999
1614,PANTRY,Pilsen Little Village Pantry,South Lawndale,ACTIVE,41.8546431,-87.6952462
1615,PANTRY,Polish American Association PY,Portage Park,ACTIVE,41.9508258,-87.74750259999999
1616,PANTRY,"La Cruzada Misionera, Inc.",South Lawndale,INACTIVEAG,41.8522139,-87.69165439999999
1617,PANTRY,Zone 32 Pantry,Gage Park,INACTIVEAG,41.7944997,-87.69106269999999
1618,PANTRY,Latin American Youth Center,Lower West Side,INACTIVEAG,41.8591537,-87.6458593
1619,PANTRY,Romanian Mission of Chicago,Belmont Cragin,INACTIVEFB,41.931719,-87.7486981
1620,PANTRY,Catholic Charities W. Suburban,Cicero,ACTIVE,41.8615733,-87.7744178
1621,PANTRY,"Proviso Pantry, The",Melrose Park,ACTIVE,41.897665,-87.84514
1622,PANTRY,St. Philomena Church,Hermosa,INACTIVEFB,41.916033,-87.729823
1623,PANTRY,Christian Churches Caring,Irving Park,INACTIVEAG,41.9526962,-87.7187252
1624,PANTRY,Logan Square Spanish SDA,Logan Square,INACTIVEFB,41.9262883,-87.7141473
1625,PANTRY,St. Mark Church Food Pantry,West Town,ACTIVE,41.9007744,-87.68974449999999
1626,PANTRY,Iglesia De Dios Peniel Pantry,West Town,INACTIVEFB,41.90322339999999,-87.69098609999999
1627,PANTRY,St. Stephen Respite,Humboldt Park,INACTIVEAG,41.9115255,-87.7284954
1628,PANTRY,CBS Anti-Hunger Foundation,Cicero,ACTIVE,41.8530414,-87.7483018
1629,PANTRY,SVD: Our Lady of Grace Confere,Logan Square,ACTIVE,41.9263807,-87.72102989999999
1630,PANTRY,TSA: Templo Laramie Pantry,Cicero,ACTIVE,41.8481294,-87.75360970000001
1631,PANTRY,Liberty in Christ Ministries,South Lawndale,ACTIVE,41.8385082,-87.7313988
1632,PANTRY,Health Promoters LittleVillage,South Lawndale,INACTIVEAG,41.844688,-87.711604
1633,PANTRY,San Lucas Food Pantry,West Town,ACTIVE,41.9103824,-87.6998524
1634,PANTRY,Sheridan Carroll Charity Works,Austin,ACTIVE,41.9167224,-87.80564729999999
1635,PANTRY,LCFS Hispanic Project,South Lawndale,ACTIVE,41.8407379,-87.72654949999999
1636,PANTRY,Marina Fontanez Food Pantry,Humboldt Park,INACTIVEAG,41.912205,-87.71681249999999
1637,PANTRY,St. John UC Food Pantry,Logan Square,ACTIVE,41.91491990000001,-87.6890445
1638,PANTRY,Albany Park Food Pantry,Albany Park,ACTIVE,41.9644687,-87.7104009
1639,PANTRY,Chicago Hope Inc.,Logan Square,ACTIVE,41.9267628,-87.70669
1640,PANTRY,Association House Food Pantry,Humboldt Park,INACTIVEFB,41.9014955,-87.7075812
1641,PANTRY,Epiphany Food Pantry,South Lawndale,INACTIVEFB,41.8458339,-87.7298775
1642,PANTRY,EASTER SEAL HEADSTART,West Town,INACTIVEAG,41.9103259,-87.6864971
1643,PANTRY,St. Aloysius Food Pantry,West Town,ACTIVE,41.9091648,-87.68631529999999
1644,PANTRY,New Moms Inc.,Logan Square,INACTIVEAG,41.9182966,-87.6990229
1645,PANTRY,Resurrection Food Pantry,Avondale,INACTIVEFB,41.9368545,-87.6996996
1646,PANTRY,Los Milagros de Jesucristo,Logan Square,INACTIVEAG,41.9170975,-87.71409609999999
1647,PANTRY,St. Procopius Church,Lower West Side,ACTIVE,41.8584913,-87.65740579999999
1648,PANTRY,Immaculate Conception,Brighton Park,ACTIVE,41.81331429999999,-87.693976
1649,PANTRY,SVDP: District IX Food Pantry,Gage Park,ACTIVE,41.7924406,-87.7044049
1650,PANTRY,TSA: La Villita Corps,South Lawndale,ACTIVE,41.8478197,-87.7157787
1651,PANTRY,Celestial Vision Food Pantry,Logan Square,ACTIVE,41.9244882,-87.70335299999999
1652,PANTRY,Greater Exodus Baptist Church,West Town,INACTIVEAG,41.9064561,-87.6922675
1653,PANTRY,Christian Life Center,Berwyn,ACTIVE,41.8301737,-87.7936971
1654,PANTRY,Abrigo Del Altisimo,Logan Square,INACTIVEFB,41.926847,-87.691014
1655,PANTRY,St. Agnes of Bohemia,South Lawndale,INACTIVEFB,41.8429015,-87.71448439999999
1656,PANTRY,New Life Family Services,West Town,ACTIVE,41.910556,-87.6949913
1657,PANTRY,Pilsen Assemblies of God,Lower West Side,INACTIVEFB,41.8457265,-87.6858464
1658,PANTRY,Amor De Dios UMC,South Lawndale,ACTIVE,41.8483009,-87.7066475
1659,PANTRY,International Childrens Relief,South Lawndale,INACTIVEAG,41.8464238,-87.7094829
1660,PANTRY,FaithWorld International Ch.,Hermosa,INACTIVEFB,41.9241593,-87.7287364
1661,PANTRY,Word of Truth Deliverance Min.,Brighton Park,INACTIVEAG,41.824605,-87.709113
1662,PANTRY,Ministerio El Shaddai,Cicero,ACTIVE,41.8612447,-87.7540232
1663,GCFD-PAN,GCFD On-Site Pantry,Archer Heights,INACTIVEAG,41.8182227,-87.72704139999999
1664,PANTRY,Pro Se Services,Riverside,INACTIVEFB,41.8243968,-87.8224874
1665,PANTRY,Our Lady of Tepeyac Parish,South Lawndale,ACTIVE,41.85154199999999,-87.7022297
1666,PANTRY,New Dimension Christian Center,Belmont Cragin,ACTIVE,41.9235295,-87.7789135
1667,PANTRY,Grace Evangelic Covenat Ch.,Irving Park,ACTIVE,41.9575775,-87.7188025
1668,PANTRY,New Life Centers ofChicagoland,Humboldt Park,INACTIVEFB,41.9067026,-87.7242958
1669,PANTRY,Ebenezer Christian Ref./,Berwyn,ACTIVE,41.8633937,-87.7804968
1670,PANTRY,GCFD On-Site Pantry,Archer Heights,INACTIVEFB,41.8182227,-87.72704139999999
1671,PANTRY,Onward House,Belmont Cragin,ACTIVE,41.9316051,-87.7631519
1672,PANTRY,First Baptist Church of,Melrose Park,ACTIVE,41.89127939999999,-87.8597527
1673,PANTRY,New Life Family Services,West Town,INACTIVEFB,41.910556,-87.6949913
1674,PANTRY,Share Food Share Love,Brookfield,ACTIVE,41.8217218,-87.85371529999999
1675,GROUP HOME,Augustana-Palmer Square,Logan Square,INACTIVEFB,41.9214557,-87.7062746
1676,GROUP HOME,Pilsen Little Village Cila,Lower West Side,INACTIVEFB,41.8538888,-87.6708122
1677,GROUP HOME,Augustana Group Home/Palmer Sq,Logan Square,INACTIVEAG,41.9214557,-87.7062746
1678,GROUP HOME,Pilsen Little Village Cila,Lower West Side,INACTIVEAG,41.8529718,-87.6707766
1679,GROUP HOME,HRDI Men's Program,Lower West Side,INACTIVEFB,41.8573187,-87.6811843
1680,SHELTER,Polish American Association SH,Portage Park,INACTIVEFB,41.9508258,-87.74750259999999
1681,SHELTER,Rainbow House,South Lawndale,INACTIVEAG,41.8476974,-87.7187756
1682,GROUP HOME,Chicago Teen Challenge,Logan Square,ACTIVE,41.91517899999999,-87.71691229999999
1683,SHELTER,San Jose Obrero Mission/Men,Lower West Side,ACTIVE,41.8561773,-87.6614997
1684,SHELTER,Centro Familiar LaGran Esperan,South Lawndale,INACTIVEAG,41.852229,-87.691473
1685,GROUP HOME,Healthcare Alternative Systems,Logan Square,ACTIVE,41.9170647,-87.7014347
1686,SHELTER,People Reaching Out Center,West Town,INACTIVEFB,41.9067619,-87.6941117
1687,SHELTER,New Moms Inc.,Logan Square,INACTIVEFB,41.9183472,-87.6982857
1688,GROUP HOME,Casa Central -La Posada,Humboldt Park,INACTIVEFB,41.9054648,-87.70755679999999
1689,SHELTER,New Life Family Services,West Town,ACTIVE,41.9122005,-87.6972876
1690,SHELTER,New Saints of Humboldt Park,Humboldt Park,INACTIVEFB,41.903225,-87.7075261
1691,SHELTER,San Jose Obrero Mission/Women,South Lawndale,ACTIVE,41.8478393,-87.702961
1692,SHELTER,New Life Family Services,West Town,INACTIVEFB,41.9121966,-87.69727879999999
1693,SHELTER,New Life Family Services,West Town,ACTIVE,41.9120894,-87.6978007
1694,SOUP KITCH,Whirling Rainbow Kitchen,Lower West Side,INACTIVEFB,41.8590597,-87.6578945
1695,SOUP KITCH,"La Cruzada Misionera, Inc.",South Lawndale,INACTIVEFB,41.852229,-87.691473
1696,SOUP KITCH,St. Pius Soup Kitchen,Lower West Side,ACTIVE,41.8553012,-87.6657888
1697,SOUP KITCH,Humboldt Park: Social Svcs. SK,Logan Square,INACTIVEFB,41.92032,-87.69890989999999
1698,SOUP KITCH,Providence of God Soup Kitchen,Lower West Side,INACTIVEFB,41.8573298,-87.6452003
1699,SOUP KITCH,ST. MATTHEW LUTHERAN CHURCH,Lower West Side,INACTIVEFB,41.8541873,-87.6787707
1700,SOUP KITCH,Polish American Association SK,Portage Park,ACTIVE,41.9508258,-87.74750259999999
1701,SOUP KITCH,Christian Life Center,Berwyn,INACTIVEAG,41.8301737,-87.7936971
1702,SENIOR,Ctr Home for Hispanic Elderly,West Town,INACTIVEFB,41.90680709999999,-87.69634289999999
1703,GROUP HOME,Pilsen Little Village SP,South Lawndale,INACTIVEAG,41.84984679999999,-87.6919353
1704,GROUP HOME,Gateway Foundation I,Humboldt Park,ACTIVE,41.912275,-87.70716829999999
1705,GROUP HOME,Circle Family Healthcare Ntwk,Humboldt Park,INACTIVEAG,41.911065,-87.7212012
1706,SOUP KITCH,C.D.J.,Brighton Park,INACTIVEAG,41.8183606,-87.6976376
1707,PANTRY,Casa Central-La Posada,Humboldt Park,ACTIVE,41.9054648,-87.70755679999999
1708,SPECIAL,El Valor,Lower West Side,INACTIVEFB,41.8556154,-87.675517
1709,SPECIAL,Internal Food Rescue,Archer Heights,INACTIVEFB,41.8182227,-87.72704139999999
1710,SPECIAL,Special Warehouse Distribution,Archer Heights,ACTIVE,41.8182227,-87.72704139999999
1711,PANTRY,Christopher House Logan Square,Logan Square,INACTIVEFB,41.92633660000001,-87.70977479999999
1712,SPECIAL,Christopher House-College Prep,Avondale,INACTIVEFB,41.9412821,-87.71524649999999
1713,GROUP HOME,La Casa Norte Inc.,Humboldt Park,ACTIVE,41.909734,-87.71476799999999
1714,SOUP KITCH,New Moms Inc.,Logan Square,INACTIVEFB,41.9182966,-87.6990229
1715,KIDS CAFE,SouthWest Lunch Bus,Archer Heights,INACTIVEAG,41.8182227,-87.72704139999999
1716,PANTRY,La Casa Norte Inc.,Humboldt Park,ACTIVE,41.909734,-87.71476799999999
1717,SPECIAL,Portage Park,Portage Park,INACTIVEFB,41.955369,-87.76358929999999
1718,SPECIAL,CPS Warehouse,Brighton Park,INACTIVEFB,41.8076287,-87.7117234
1719,SPECIAL,Storehouse,Logan Square,INACTIVEFB,41.9268018,-87.6941341
1720,SPECIAL,Logan square Neighborhood Ntwk,Logan Square,INACTIVEFB,41.9170722,-87.7090334
1721,KIDS CAFE,Youth Service Project,Humboldt Park,INACTIVEAG,41.9102425,-87.7255179
1722,SPECIAL,New Life Pilsen,Lower West Side,INACTIVEFB,41.8461503,-87.683444
1723,SPECIAL,Humboldt Park Armory,West Town,ACTIVE,41.90968549999999,-87.7063311
1724,SPECIAL,Chicago Indoor Sports,New City,INACTIVEFB,41.8226834,-87.6666496
1725,SEASONAL,New Life Family Services,Belmont Cragin,INACTIVEFB,41.9317188,-87.7542782
1726,SEASONAL,New Life Family Services,West Town,INACTIVEFB,41.91219210000001,-87.6977924
1727,SHELTER,La Casa Norte Inc.,Logan Square,ACTIVE,41.9168829,-87.6974771
1728,SPECIAL,Logan Square - CCHHS,Logan Square,ACTIVE,41.9250861,-87.69915499999999
1729,SOUP KITCH,Emmaus Ministries,Irving Park,ACTIVE,41.9577406,-87.70654139999999
1730,SENIOR,Northwest Senior Center,Avondale,ACTIVE,41.9381267,-87.72281129999999
1731,FOODBOX,Food Box-Northwest Outpost,Jefferson Park,INACTIVEFB,41.969022,-87.76091559999999
1732,FOODBOX,Food Box - Salvation Army,Irving Park,INACTIVEFB,41.9552157,-87.72796050000001
1733,FOODBOX,Food BoxSt. Bonaventure Parish,Lincoln Park,INACTIVEFB,41.9324203,-87.6668982
1734,FOODBOX,Food Box-Iglesia de DiosPeniel,Irving Park,INACTIVEFB,41.9607224,-87.73068219999999
1735,FOODBOX,Food Box - Our Lady of Victory,Portage Park,INACTIVEAG,41.9615078,-87.7574145
1736,FOODBOX,Food Box-St. John Lutheran Chr,Portage Park,INACTIVEFB,41.960296,-87.7516672
1737,CDHS-PRO,Madonna House-Catho. Charities,Lake View,ACTIVE,41.9513433,-87.657553
1738,CDHS-PRO,Greenhouse Shelter,West Town,ACTIVE,41.9101209,-87.68180799999999
1739,CDHS-PRO,Families Building Com/Heartlan,Uptown,INACTIVEAG,41.9620374,-87.6735375
1740,CDHS-PRO,Korean American Women/PHWSTS,Lincoln Square,ACTIVE,41.9661151,-87.6939532
1741,DAY CARE,SVDP: Daycare,Lincoln Park,INACTIVEFB,41.9213938,-87.6480454
1742,DAY CARE,Asencion Respite Center,Irving Park,INACTIVEAG,41.9550978,-87.73233169999999
1743,FOODBOX,Northwestern University House,West Town,INACTIVEFB,41.9000176,-87.6627352
1744,FOODBOX,New Hope United Methodist,Norwood Park,INACTIVEFB,41.9920892,-87.80423479999999
1748,KIDS CAFE,ULBGC Two (Talcott School),West Town,INACTIVEFB,41.8927743,-87.6739364
1749,KIDS CAFE,American Indian Center,Uptown,INACTIVEFB,41.9654608,-87.6704354
1750,KIDS CAFE,Clemente High School,West Town,INACTIVEFB,41.9026168,-87.68612949999999
1751,CACFP,Gill Park,Lake View,ACTIVE,41.952355,-87.6505937
1752,CACFP,Lakeview YMCA,Lake View,ACTIVE,41.9424687,-87.6696055
1753,SFSP,Street Level Youth Media,West Town,ACTIVE,41.9117373,-87.66735779999999
1754,KIDS CAFE,McCormickTribuneYMCA3 Drummond,Logan Square,INACTIVEFB,41.9157205,-87.6744861
1755,KIDS CAFE,McCormick Tribune Pritzker,West Town,INACTIVEAG,41.9068861,-87.6780938
1756,SFSP,Northlake Public Library,Northlake,ACTIVE,41.91147489999999,-87.9033765
1757,SFSP,The Salvation Army Mayfair,North Park,ACTIVE,41.9729857,-87.7291675
1758,SFSP,CHA-Lathrop,Lincoln Park,ACTIVE,41.928907,-87.6785912
1759,SFSP,Community Counseling Centers,Uptown,ACTIVE,41.9680226,-87.6676762
1760,SFSP,Neighborhood Boys & Girls Club,North Center,ACTIVE,41.9536565,-87.6913098
1761,KIDS CAFE,Esperanza School,West Town,INACTIVEFB,41.8914182,-87.6688319
1762,SFSP,ULBGC-Miguel Barreto,Humboldt Park,ACTIVE,41.9036087,-87.69497849999999
1763,HKM,Wright College,Dunning,ACTIVE,41.9588117,-87.78832849999999
1764,HKM,Northeastern Illinois Univ.,North Park,ACTIVE,41.9808471,-87.71609210000001
1765,GCFD-MP,Ravenswood Community Services,Lake View,ACTIVE,41.9608864,-87.67128009999999
1766,FOODBOX,Eugene Park-DFSS Service Fair,Albany Park,INACTIVEFB,41.9739865,-87.7223829
1767,FOODBOX,Northeast Levy Center,Albany Park,INACTIVEFB,41.96825550000001,-87.7018264
1768,FOODBOX,Norwood Senior Center,Norwood Park,INACTIVEFB,41.9924792,-87.8031604
1769,FOODBOX,Northwestern University House,West Town,INACTIVEFB,41.9000176,-87.6627352
1770,N4K,Sabin School,West Town,INACTIVEAG,41.9072003,-87.6828914
1771,N4K,Talcott School,West Town,INACTIVEFB,41.8927743,-87.6739364
1772,N4K,Talcott Elementary,West Town,INACTIVEFB,41.8927743,-87.6739364
1773,N4K,Sabin Elementary,West Town,INACTIVEFB,41.9072003,-87.6828914
1774,N4K,Greeley Elementary School,Lake View,INACTIVEFB,41.9531958,-87.6507632
1775,ONSITE,Common Pantry,North Center,INACTIVEFB,41.9500828,-87.6786652
1776,ONSITE,Santa Maria Adolorata,West Town,INACTIVEFB,41.8919978,-87.66114519999999
1777,ONSITE,St. Mary of Providence School,Portage Park,INACTIVEFB,41.95761,-87.777537
1778,ONSITE,Our Lady of Lourdes SK,Uptown,INACTIVEFB,41.9664797,-87.6688298
1779,ONSITE,Lakeview Pantry,Lake View,INACTIVEFB,41.9522214,-87.6493943
1780,ONSITE,American Indian Center,Uptown,INACTIVEFB,41.9654608,-87.6704354
1781,ONSITE,SVDP: Daycare,Lincoln Park,INACTIVEFB,41.9213938,-87.6480454
1782,ONSITE,North Park Friendship Center,North Park,INACTIVEFB,41.9759949,-87.7155039
1784,ONSITE,Northwestern University House,West Town,INACTIVEFB,41.9000176,-87.6627352
1785,ONSITE,Esperanza Community Services,West Town,INACTIVEFB,41.8914182,-87.6688319
1786,ONSITE,SVDP: Parish Food Pantry,Lincoln Park,INACTIVEFB,41.922208,-87.6538968
1787,ONSITE,Lydia Home Association,Irving Park,INACTIVEFB,41.953954,-87.7359769
1788,ONSITE,Kaleidoscope,Near West Side,INACTIVEFB,41.9050953,-87.6689257
1789,ONSITE,Lakeview Pantry - West,Lake View,INACTIVEFB,41.93545599999999,-87.6642778
1790,ONSITE,St. Cyprian Food Pantry Road,Dunning,INACTIVEFB,41.95264419999999,-87.79023939999999
1791,ONSITE,St. Sylvester Shelter,Logan Square,INACTIVEFB,41.9513433,-87.657553
1792,ONSITE,Alvernia Pantry,Elmwood Park,INACTIVEFB,41.9351074,-87.8164161
1793,ONSITE,St. Stanislaus Kostka SK,West Town,INACTIVEFB,41.95761,-87.777537
1794,ONSITE,Greenhouse Shelter,West Town,INACTIVEFB,41.9101209,-87.68180799999999
1796,ONSITE,Deborah's Place- Marah's,Lake View,INACTIVEFB,41.9351806,-87.66502729999999
1797,ONSITE,North Shore SDA Church,Lincoln Square,INACTIVEFB,41.9763222,-87.69919209999999
1799,ONSITE,Northside Housing,Lake View,INACTIVEFB,41.9470852,-87.65093259999999
1800,ONSITE,Franciscan Outreach (Marquard),West Town,INACTIVEFB,41.9088702,-87.6695227
1804,ONSITE,Night Ministry,West Town,INACTIVEFB,41.9414241,-87.6521551
1805,ONSITE,Windy City Community Church,Norwood Park,INACTIVEFB,41.992454,-87.7972631
1807,ONSITE,TSA: Norridge Food Pantry,Norridge,INACTIVEFB,41.9742944,-87.8356713
1808,ONSITE,Philipino American SSHRC,Lake View,INACTIVEFB,41.9541069,-87.6680141
1809,ONSITE,Albany Park CC Food Pantry,North Park,INACTIVEFB,41.974624,-87.71315899999999
1810,ONSITE,Erie Neighborhood House,West Town,INACTIVEFB,41.8931702,-87.66141669999999
1811,ONSITE,Faith Tabernacle Church: North,Lake View,INACTIVEFB,41.9507568,-87.6496023
1813,ONSITE,Ravenswood Community Services,Uptown,INACTIVEFB,41.9649791,-87.673019
1814,ONSITE,WSMRCA/Austin Special (Rosie's,Jefferson Park,INACTIVEFB,41.977652,-87.75588379999999
1815,ONSITE,Healthcare Alternative Sys 2,Logan Square,INACTIVEFB,41.9152499,-87.68544659999999
1816,ONSITE,Christopher House,Lincoln Park,INACTIVEFB,41.9272627,-87.66548379999999
1817,ONSITE,TSA: Irving Park,Irving Park,INACTIVEFB,41.9552157,-87.72796050000001
1822,ONSITE,St. Vincent De Paul Ctr Pantry,Lincoln Park,INACTIVEFB,41.9213938,-87.6480454
1823,ONSITE,SDA Church Food Pantry,Lincoln Square,INACTIVEFB,41.9634614,-87.68158120000001
1824,ONSITE,Irving Park Community F. P.,Irving Park,INACTIVEFB,41.9501773,-87.7318461
1826,ONSITE,Norwood Crossing,Norwood Park,INACTIVEFB,41.9909323,-87.8001599
1828,ONSITE,Center on Halsted,Lake View,INACTIVEFB,41.9485684,-87.6498821
1829,ONSITE,Trinity Services Inc.,Des Plaines,INACTIVEFB,42.0142746,-87.9116157
1830,ONSITE,New Hope United Methodist,Norwood Park,INACTIVEFB,41.9920892,-87.80423479999999
1831,ONSITE,ULBGC Two (Talcott School),West Town,INACTIVEAG,41.8927743,-87.6739364
1833,ONSITE,Little Sisters of the Poor,Lincoln Park,INACTIVEFB,41.9242391,-87.66007499999999
1835,ONSITE,Thresholds - Dincin Center,Lincoln Park,INACTIVEFB,41.9315216,-87.639764
1836,ONSITE,Northwest Church of Christ,Irving Park,INACTIVEFB,41.9645983,-87.7418611
1837,ONSITE,TSA: Clybourn Ave,Lincoln Park,INACTIVEFB,41.9229675,-87.66652599999999
1838,ONSITE,Christopher House-College Prep,Lincoln Park,INACTIVEFB,41.9272627,-87.66548379999999
1839,ONSITE,The night Ministries II,Lake View,INACTIVEFB,41.9414241,-87.6521551
1840,ONSITE,First Bethlehem Lutheran Ch.,West Town,INACTIVEFB,41.908949,-87.6697921
1841,ONSITE,New Horizon Center,Dunning,INACTIVEFB,41.9586877,-87.7957466
1842,GCFD-PM,Lathrop Homes,North Center,INACTIVEFB,41.9325676,-87.6813411
1843,GCFD-PM,Lathrop Homes,North Center,INACTIVEFB,41.9325676,-87.6813411
1844,GCFD-PM,12th Chicago Police Department,West Town,ACTIVE,41.8966966,-87.66140709999999
1845,GCFD-PM,Common Pantry,North Center,ACTIVE,41.9500828,-87.6786652
1846,GCFD-PM,Wright College,Dunning,INACTIVEFB,41.9588117,-87.78832849999999
1847,PANTRY,Living Witness Food Pantry,Portage Park,INACTIVEFB,41.9568264,-87.7569273
1848,PANTRY,American Indian Center,Uptown,ACTIVE,41.9654608,-87.6704354
1849,PANTRY,North Side Housing Pantry,Lake View,INACTIVEFB,41.9470852,-87.65093259999999
1850,PANTRY,Christoper House - Greenview,Lincoln Park,INACTIVEFB,41.9272627,-87.66548379999999
1851,PANTRY,St. Bonaventure Food Pantry,Lincoln Park,INACTIVEAG,41.9322137,-87.6699335
1852,PANTRY,Philipino American SSHRC,Lake View,ACTIVE,41.9541069,-87.6680141
1853,PANTRY,TSA: Irving Park Food Pantry,Irving Park,ACTIVE,41.9552157,-87.72796050000001
1854,PANTRY,Common Pantry,North Center,ACTIVE,41.9500828,-87.6786652
1855,PANTRY,Lakeview Pantry - Sheridan,Lake View,ACTIVE,41.9539968,-87.6541058
1856,PANTRY,Irving Park Community F. P.,Irving Park,ACTIVE,41.9501773,-87.7318461
1857,PANTRY,Ravenswod Community Svcs PY,Uptown,ACTIVE,41.9651809,-87.67328069999999
1858,PANTRY,SVDP: Center Food Pantry,Lincoln Park,ACTIVE,41.9213938,-87.6480454
1859,PANTRY,Lakeview Pantry - Oakdale,Lake View,ACTIVE,41.93545599999999,-87.6642778
1860,PANTRY,SVDP: Parish Food Pantry,Lincoln Park,ACTIVE,41.922208,-87.6538968
1861,PANTRY,SDA Church Food Pantry,Lincoln Square,INACTIVEFB,41.9634614,-87.68158120000001
1862,PANTRY,TSA: Norridge Food Pantry,Norridge,ACTIVE,41.9742944,-87.8356713
1863,PANTRY,St. Cyprian Food Pantry,Dunning,ACTIVE,41.95264419999999,-87.79023939999999
1864,PANTRY,North Shore SDA Church,Lincoln Square,ACTIVE,41.9763222,-87.69919209999999
1865,PANTRY,North Park Friendship Center,North Park,ACTIVE,41.9759949,-87.7155039
1866,PANTRY,Ravenswood Outreach FD Pantry,Lincoln Square,INACTIVEAG,41.9681198,-87.6843385
1867,PANTRY,Santa Maria Adolorata,West Town,ACTIVE,41.8919978,-87.66114519999999
1868,PANTRY,Open Arms United WorshipCenter,Lake View,INACTIVEAG,41.9507568,-87.6496023
1869,PANTRY,Alvernia Pantry,Elmwood Park,ACTIVE,41.9351074,-87.8164161
1870,PANTRY,Thresholds Mother's Project,Lake View,INACTIVEFB,41.940003,-87.65689789999999
1871,PANTRY,Ascencion Respite Care,Irving Park,INACTIVEAG,41.9550978,-87.73233169999999
1872,PANTRY,Northwestern University House,West Town,ACTIVE,41.9000176,-87.6627352
1873,PANTRY,Centro San Bonifacio,West Town,INACTIVEFB,41.9061032,-87.66523749999999
1874,PANTRY,Albany Park CC Food Pantry,North Park,ACTIVE,41.9744157,-87.713219
1875,PANTRY,Erie Neighborhood House,West Town,INACTIVEAG,41.8931702,-87.66141669999999
1876,PANTRY,Windy City Community Church,Norwood Park,ACTIVE,41.9923097,-87.7969234
1877,PANTRY,Chaplains for Christ,North Center,INACTIVEAG,41.939271,-87.680937
1878,PANTRY,New Hope United Methodist,Norwood Park,ACTIVE,41.9920892,-87.80423479999999
1879,PANTRY,Northwest Church of Christ,Irving Park,ACTIVE,41.9645983,-87.7418611
1880,PANTRY,First Bethlehem Lutheran Ch.,West Town,ACTIVE,41.908949,-87.6697921
1881,PANTRY,Broadway Youth Center,Lake View,INACTIVEFB,41.9362832,-87.64486199999999
1882,PANTRY,The Living Room Chabad of,West Town,ACTIVE,41.9111045,-87.6785591
1883,PANTRY,St. Teresa Food Pantry,Lincoln Park,ACTIVE,41.9175797,-87.654697
