Activity Status,Program Number,Agency Number,Community Area,Program Type,Program Name,Hours,Contact,Description,Shipping Address,Shipping City,Shipping Zip,Service Areas,Aldermanic Ward,Cook County Commissioner Code,State Rep District,State Senator District,US Congressional District Code,FY13 - Lbs Dist,FY14 - Lbs Dist,FY15 - Lbs Dist,FY16 Lbs Dist,_,FY13 - Inds Serv,FY14 - Inds Serv,FY15 - Inds Serv,FY16  - Inds Serv,_,FY13 - Meals Served (meal programs),FY14 - Meals Served (meal programs),FY15 - Meals Served (meal programs),FY16 Meals Served (meal programs),,
INACTIVEFB,ON00056,A00056,Near North Side,ONSITE,Emergency Assistance Program,"Wednesday, Thursday, and Friday: 8:30 am - 12:30 pm,1:30 pm - 3:30 pm",Alzenia Melton,General Public Food Pantry.,721 N La Salle St,Chicago,60654,"Zip Codes: 60610, 60611, and 60605",2,12,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00057,A00057,Douglas,ONSITE,6th Grace Presbyterian,3rd Tuesday: 10:00 am - 1:00 pm,Idella Rainey,General Public Food Pantry.,600 E 35th St,Chicago,60616,"N:35th St. -  S:39th St, E:Lake Michigan - W:MLK Drive",4,3,26,13,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00059,A00059,,ONSITE,Port Ministries,,Rosie Ricks,,5017 S. Hermitage,Chicago,60609,,20,7,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00070,A00070,Oakland,ONSITE,Operation Pull Grant Memorial,Tuesday: 1:00 pm - 3:00 pm,Lillie Dawson,General Public Food Pantry/General Soup Kitchen..,4017 S Drexel Blvd,Chicago,60653,"N:39th St. - S:47th,  W:Vincennes - E:Lake Park",4,3,26,13,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00071,A00071,North Lawndale,ONSITE,Lawndale Christian Reformed Ch,2nd and 4th Wednesday: 11:00 am - 1:00 pm,Jim Wolf,General Public Food Pantry,1241 S Pulaski Rd,Chicago,60623,Cook County,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00072,A00072,Bellwood,ONSITE,Aspire Group Home,"M-F:B6-8:30am,L11am-1pm,D4:15-6:30pm,Sat/Sun B6:45-9am,L11:45-1:45,D:4:15-6:30pm",Patty Scoville,Residential based program for clients with Developmental Disabilities,105 Eastern Ave,Bellwood,60104,Closed Program,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00074,A00074,Near South Side,ONSITE,Quinn Chapel AME Church,1st & 3rd Thursday: 11:00 am - 1:00 pm,Helen Simon,General Public Food Pantry. No ID Required.,2401 S Wabash Ave,Chicago,60616,Cook County,3,2,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00078,A00078,,ONSITE,Progressive Life Living Word,Mondays 10A-11:30A,Deacon Carl Hale,"Serves the general public in Bellwood, Maywood and Melrose Park.  Will serve any one in need.",436 South 13th Avenue,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00080,A00080,East Garfield Park,ONSITE,Marillac House Food Pantry,Daily: B-7:00 - 8:00 am; L-11:00 - 12:00 pm; Snack -2:00 - 4:00 pm,CatherineMarie Lowe,Day Care/Public Food Pantry.,212 S Francisco Ave,Chicago,60612,"N:Kinize - S:Roosevelt Rd, E:Damen - W: Austin",27,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00091,A00091,Maywood,ONSITE,Second Baptist Church: Maywood,Wed: 12p-2P first and third.  Must call for emergency bag.,Sandra Green,"Serves the general public in Bellwood, Maywood and Melrose Park.  Will serve any one in need.  Has a large group of elderly volunteers.",436 S 13th Ave,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00094,A00094,North Lawndale,ONSITE,Douglas Park Baptist Church,Wednesday: 10:00 am - 12:00 pm,Bernice Hawkins,General Public Food Pantry.,1838-1846 S Kedzie Ave,Chicago,60623,Cook County,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00095,A00095,Near West Side,ONSITE,Little Brothers Friends #2,"Monday thru Friday: 9:00 am - 5:00 pm, Saturday: 9:00 am - 1:00 pm",Anna Walters,Closed pantry: delivery program for seniors (members of Little Brothers),355 N Ashland Ave,Chicago,60607,Closed pantry,27,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00097,A00097,West Englewood,ONSITE,Greater St. John AME Church,Thursday: 9:00 am - 11:00 am,Genevieve Dickens,General Public Food Pantry. Clients can visit twice a month. ID Required.,5945 S Throop St,Chicago,60636,Zip Code: 60636 and 55th -71st St; Racine - Western,16,2,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00109,A00109,Humboldt Park,ONSITE,Grace Mission Church,Sunday 12:30pm -2pm,Doctor Arnold Stewart,Open to gen. public who will listen to proselytizing,400 N St. Louis Ave,Chicago,60624,,27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00111,A00111,North Lawndale,ONSITE,United Baptist Church,Wednesday: 10:00 am - 12:00 pm,Tobe Daniels,General Public Food Pantry  Emergency/on call Mon.-Thurs. 9:00am- 2:00pm,4220 W Roosevelt Rd,Chicago,60624,Zip Codes: 60623 and 60624,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00116,A00116,New City,ONSITE,New Life SDA Community Serv.,4th Thursday: 4:00 pm - 6:00 pm,Dollie Williams,General Public Food Pantry.,5001 S Hermitage Ave,Chicago,60609,Cook County,20,7,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00122,A00122,,ONSITE,St. James Catholic Church,Tuesdays and Fridays 1P-4P,Dorothy Mc Curtis,"Pantry serves general public, primarily Maywood.  Will serve other communities.  Provides social service referrals, offers USDA.",305 South 6th Avenue,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00126,A00126,North Lawndale,ONSITE,Siloam Baptist Church,Tuesday: 11:00 am - 1:00 pm,Imell McCarthy,General Public Food Pantry.,1522 S Sawyer Ave,Chicago,60623,"1200-N: Roosevelt Rd - 2100-S: 21st St., 3000- E: Albany Ave -3400- W: Homan Ave",24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00127,A00127,Austin,ONSITE,St. Martin de Porres,Wednesday and Thursday: 10:00 am - 12:00 pm,Leon Williams,General Public Food Pantry,5112 W Washington Blvd,Chicago,60644,"N:Lake - S:Jackson, E:Cicero - W:Central",28,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00143,A00143,Grand Boulevard,ONSITE,St. Elizabeth Church SVDP,Saturday: 11:00 am - 1:00 pm,Chuck Azubuike,General Public Food Pantry. ID Required,50 E 41st St,Chicago,60653,Zip Code: 60653,3,3,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00146,A00146,,ONSITE,4200 WEST CONGRESS PANTRY,1-3pm,Louise Fields,Pantry open to general public but w/ a small service area; 1xWeek; Goal=3-4 Days.,4250 West Congress Parkway,Chicago,60624,,28,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00149,A00149,West Garfield Park,ONSITE,Holy Temple Community Church,11am- 1pm,Rosie Carter,Pantry open to general public,4508 W Harrison St,Chicago,60624,,28,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00151,A00151,East Garfield Park,ONSITE,Bobby E. Wright,Monday thru Friday: B: 9:30 AM - 10:30 am; L: 12:00 PM - 1:30 pm,Charlie Wilson,"Meals served to clients of mental health facility, residental and day program participants",9 S Kedzie Ave,Chicago,60612,Closed Program,28,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00152,A00152,Near West Side,ONSITE,First Baptist Congregational,Tuesday: 10:00 am - 12:00 pm,Jannie Evans,"General Public Food Pantry. Agency will delivery food to home bound persons if they get the call before 2pm. Available on Mon, Tues.and Thrus",1613 W Washington Blvd,Chicago,60612,N: Lake Street. S: Harisson. E: Ashland. W: Kedzie.,27,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00153,A00153,East Garfield Park,ONSITE,Greater Holy Temple C.O.G.I.C.,"Open Every Friday: 5:00 pm - 6:30 pm, closed on the 5th Friday.",Beverly Janney,General Public Food Pantry. Also has a hot meal program (non-GCFD program) that operates on the 1st Friday of the month from 9 a.m. to 1 p.m.,246 N California Ave,Chicago,60612,"N-California, E- Western, S-Roosevelt, W-Homan",27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00161,A00161,,ONSITE,FATHER & SON COGIC,10:30am-1:00pm,La Verne Hill,Pantry open to general public,40 North Lotus,Chicago,60644,,29,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00162,A00162,,ONSITE,Northwest Institute,Thursdays from 12:30 pm- 2:30pm,Shirley Allison,,5108 West Division,Chicago,60651,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00164,A00164,,ONSITE,LUTHERAN FAMILY MISSION,Open Fridays from 12pm- 2pm,Erika Allen,Pantry open to general public,855 North Monticello,Chicago,60651,,27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00165,A00165,West Englewood,ONSITE,Operation Blessing Evening Str,Thursday: 1:00 pm - 3:00 pm ;Emg. hours 12:00 - 2:00 pm daily exact Thrusday,Roslyn Manney,General Public Food Pantry.,2050 W 59th St,Chicago,60636,"N: 55th Street - S: 69th Street, E:Halsted - W:California",15,2,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00166,A00166,North Lawndale,ONSITE,Fillmore Christian House Pryr.,Saturday: 10:00 am - 12:00 pm,Hazel Fort,General Public Food Pantry.,2918 W Fillmore St,Chicago,60612,Zip Code: 60612,28,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00171,A00171,Austin,ONSITE,Circle Urban Ministries,9-10:30am,Alicia Douglas,Pantry open to general public.  Open for emergency distribution Tues. & Thurs. from 9-10:30am; General Public Pantry; 1xMonth; Goal=4 Days.,115 N Parkside Ave,Chicago,60644,"chicago Ave.- Rosevelt, Pulaski- Austin",29,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00185,A00185,,ONSITE,EBENEZER HOUSE OF PRAYER,4pm-6pm,Reverend Winston Thompson,pantry TUES.and  Fri.,911 West  50th  Street,Chicago,60609,,20,2,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00189,A00189,West Englewood,ONSITE,Clara's House Shelter,"Daily: B: 8:00 am - 9:00 am, L:12:00 pm - 1:30 pm,  D:5:00 pm - 7:00 pm",Janice Boykins,Homeless Shelter for women/children,1650 W 62nd St,Chicago,60636,Closed Program,15,2,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00190,A00190,Near North Side,ONSITE,Deborah's Place,"Daily: B: 6:30 am- 9:00 am, L: 12:00 pm - 1:00 pm, D: 7:00 pm - 8:00 pm",Debra Duncan,Shelter for severely mentally ill women,1530-1532 N Sedgwick St,Chicago,60610,Closed Program DHS Referrals,2,3,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00193,A00193,West Garfield Park,ONSITE,The Inner Voice,"B-7:30-8am, L-1pm, D-5pm",Rowe-Bey,Transitional shelter for men,4458 W Jackson Blvd,Chicago,60624,,28,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00194,A00194,Humboldt Park,ONSITE,Neopolitan Lighthouse,"Daily: 7:30-8:30am, L:11:30-12:30pm D:4:00-5:00pm",Abiola oni,Domestic violence shelter/SAT.-Sun. meal time is one hour later.,713 N Spaulding Ave,Chicago,60624,Closed Program,27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00195,A00195,,ONSITE,Holy Communion Programs,"Thursdays 5P-6P, 2/4 Saturdays",Mary Gammon,,201 South 5th Avenue,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00197,A00197,,ONSITE,North Austin Lutheran Pantry,10am-12pm,Ms. Szopinski,Pantry open to general public; 1xMonth; Goal=7 Days.,2540 S. 17th,Broadview,60155,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00201,A00202,West Town,ONSITE,TSA: Adult Rehab Center,"Open daily & serves meals at B-7am, L-12pm, D-4pm",John Barton,Adult male alchol rehabilitation shelter (190 clients max),506 N Desplaines St,Chicago,60610,,27,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00204,A00206,Near West Side,ONSITE,Cathedral Shelter of Chicago,Monday thru Friday: 9:00 am - 5:00 pm.,Cynthia Jones,General Public Food Pantry. Homeless Bags Monday - Sunday9:00 am - 5:00 pm,1668 W Ogden Ave,Chicago,60612,Kinzie to 18th and Independence to Chicago River,27,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00209,A00211,Near North Side,ONSITE,Evergreen Tower,2nd Wed 10am-2pm,Ricki Williams,Senior residents only,1333 N Cleveland Ave,Chicago,60610,,27,3,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00211,A00213,Near West Side,ONSITE,Grace House (St. Leonards),"Monday-Friday: B:8-8:30am, L:12-1pm, D:5-5:30pm, Weekends: B:&L:1 hr later",Eunice Drazba,Program for special clients women only,1801 W Adams St,Chicago,60612,Closed Program,27,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00218,A00220,Maywood,ONSITE,"Proviso Pantry, The",Saturday: 8:00 am - 10:00 am,Jean Dillner,"Distributes USDA.  Agency wil serve any one in need but primarily serves Melrose Park, Maywood and Bellwood.  Run by a mix of younger and senior citizen volunteers.",1214 S 13th Ave,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00220,A00222,Austin,ONSITE,New Mt. Vernon B.C.Food Pantry,Monday after the 1st Friday and Monday after the 3rd Friday:10:30 am - 12:00 pm,Minister Martin Brackett,General Public Food Pantry,415 N Central Ave,Chicago,60644,"N:Laramie - S:Austin, Wasgington - Chicago Ave",37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00225,A00229,Washington Park,ONSITE,Washington-King Resource Ctr.,4:00pm-7:00am Sun.-Mon.,John Veasley,"Over night shelter for men/B -5AM-7AM, D-8PM-10PM",5700 S Lafayette Ave,Chicago,60621,,20,2,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00226,A00230,,ONSITE,HOUSE OF PRAYER C.O.G.I.C.,"B:7-8am, L: 12-1pm, D: 5-6pm, snacks: 7-8pm",Charlene Cooper,Transitional shelter for homeless men (capacity of 55),3551 West Roosevelt Road,Chicago,60624,City Wide,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00228,A00232,,ONSITE,Genesis House,"B-9am, L-12pm, D-5pm (Meals 24hrs as needed)",Patti Buffington,Transitional rehab shelter for former prostitutes. (12-18 month stay) Referrals from 30 or 90 day facilities only,2815 W. 5th Ave.,Chicago,60613,,27,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00233,A00237,Humboldt Park,ONSITE,Circle Family Healthcare Ntwk,closed concregate Mon - Friday 9-12pm,Cora Montgomery,Closed concregate Monday thru Friday 9-12pm,1633 N Hamlin Ave,Chicago,60647,,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00234,A00238,,ONSITE,"Lee's Child Care Center, Inc.",Monday-Friday 6A-6P,Lavonne Curington,"This program provides general day care services.  Other programs include literacy, mentoring and it offers weekly field trips.",1400 West Roosevelt Road,Broadview,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00242,A00246,New City,ONSITE,Central American Martyrs Ctr./,24 hours /Daily for shelter,Myrta See,"family shelter  and closed  pantry,SOUP KITCHEN 12-1PM    ,Soup Kitchen  Sun.only.",5045 S Laflin St,Chicago,60609,,20,7,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00245,A00249,Grand Boulevard,ONSITE,Second Faith Temple C.O.G.I.C.,Friday: 6:30 pm - 7:30 pm,Robert Robinson,General Soup Kitchen.,424 E 49th St,Chicago,60615,Cook County,3,3,26,13,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00247,A00251,Grand Boulevard,ONSITE,Tabernacle MBC,3rd Friday: 12:00 pm - 2:00 pm,Lois Lester,General Public Food Pantry.,4130 S Indiana Ave,Chicago,60653,Zip Code: 60653,3,3,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00257,A00261,Near West Side,ONSITE,Mt. Sinai Mile Square C.M.H.C.,Tuesday and Thursday: 10:00 am - 3:00 pm   Wednesday: 11:00 am - 3:00 pm,Dora Hogues-Land,Site serves hot meals to clients who use their services for Mentally Ill with Substance Abuse,2040 W Washington Blvd,Chicago,60612,Cook County,27,2,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00267,A00271,Maywood,ONSITE,Canaan A.M.E. Church Pantry,Thursday:10:00-12:00pm,Lynn Miller,Pantry located in Maywood will serve the general public from Bellwood and surrounding communities.,801 S 14th Ave,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00269,A00273,Austin,ONSITE,Thresholds Bridge West,"Open Mon-Fri & serves meals from 7:30am-8:30am, 12-1pm",Troy Macfarland,Residentail Rehab program for individuals w/ MI,334 N Menard Ave,Chicago,60644,,29,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00271,A00275,Austin,ONSITE,Douglas-Tubman Child Dev. Ctr.,none,Luther Hinton,,5010 W Chicago Ave,Chicago,60651,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00280,A00284,West Garfield Park,ONSITE,Independence SDA Comm Pantry,1st & 3rd Wednesday: 10:00 am - 11:00 am,Gloria Scott,General Public Food Pantry.,3808 W Polk St,Chicago,60624,Kedzie-Pulaski   and Roosevelt- Jackson,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00281,A00285,,ONSITE,Ross Food Pantry,,Carolyn Ross,,1437 S 13th Ave,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00290,A00294,Near North Side,ONSITE,Elam Davies Social Service Ctr,Wednesday: call to make appt anytime incl. same day; appt's come 9:30-11:30 am,Davis Davis,General Public Food Pantry. Clients can visit once every 3 months. Site also has a clothing distribution.,126 E Chestnut St,Chicago,60611,Cook County - But mostly Downtown Chicago,42,3,26,13,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00294,A00298,,ONSITE,CHASE HOUSE KINGDOM HEADSTART,Noon-2pm,Ms. Trotter,Mass distribution pantry,301 North Central Avenue,Chicago,60644,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00298,A00302,,ONSITE,GREATER HOLY TEMPLE HEADSTART,8am-4pm,Barbara Tucker,Pantry mass distribution: picks up & distributes food immediately afterwards,5701 W. Midway Park,Chicago,60644,,29,1,78,39,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00302,A00306,Austin,ONSITE,Douglass-Tubman Child Dev.,,Mr. Hinton/Rev. Leigh,,5004 W Chicago Ave,Chicago,60651,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00312,A00316,Kenwood,ONSITE,Kenwood UCC Soup Kitchen,"Monday, Tuesday, Thursday, and Friday: 12:00 pm - 1:00 pm",Leroy Sanders,General Soup Kitchen.,4608 S Greenwood Ave,Chicago,60653,Cook County,4,3,25,13,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00314,A00318,Douglas,ONSITE,Matthew House Soup Kitchen,Mon.-Sat.,Reggie Hardin,"Soup Kitchen for the homeless, BR 8-9am,Lunch 12noon-1pm,Snack2pm.",3728 S Indiana Ave,Chicago,60653,,3,3,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00318,A00322,West Garfield Park,ONSITE,Gateway Foundation II,"Open daily: B:7:00-8:00am, L:11:30-12:30, D:4:30-5:30pm",Linda Donaldson,Substance abuse shelter: adults and male children (14-18yrs) Stay is 30 days to 9 months,3828 W Taylor St,Chicago,60624,Closed Program,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00322,A00326,,ONSITE,FAMILY CARE NETWORK,,Felecia Thompson,,6617 SO. Laflin,Chicago,60636,,16,2,32,16,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00324,A00328,Humboldt Park,ONSITE,Interfaith House,"7-8am, 12-1pm, 5-6pm",Arthur Martin,Transitional shelter for ill or injured homeless individuals,3456 W Franklin Blvd,Chicago,60624,,27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00326,A00330,,ONSITE,CHASE HOUSE/COMMUNITY PROGRAM,6am-6pm,Barbara Wilson,Agency is closed during th summer,736 South Francisco,Chicago,60624,,28,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00327,A00331,,ONSITE,Chase House Rose Hill,"Daycare, closed during the summer",Barbara Wilson,"Daycare, closed during the summer",736 South Francisco,Chicago,60624,,28,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00351,A00355,,ONSITE,Potter's House,Thursdays 9am-11am,Deacon Kendrick Brooks,"The pantry serves the general public from Bellwood, Broadview, Maywood.  Will serve other communities.  Provides referrals.",400 South 5th Avenue,Maywood,60153,,,1,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00360,A00364,New City,ONSITE,D.J. NELLUM YOUTH SERVICES,"Daily: B: 6:00 am - 8:30 am, L: 12:00 pm - 2:00 pm ,D: 6:00 pm - 7:00 pm",Ava Holcomb,Group Home for young men ages 13-21,1458 W 51st St,Chicago,60609,Closed Program,20,7,6,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00362,A00366,North Lawndale,ONSITE,Jireh Food Pantry,Thursday: 10:00 am - 12:00 pm,Mattie Phillips,General Public Food Pantry.,4224 W 13th St,Chicago,60623,"N: Jackson - S: 22nd Cermak, E: Kedzie - W: Kilbourne",24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00363,A00367,Near North Side,ONSITE,,2nd and 4th Thursday: 3:00 pm - 5:00 pm,Evan Banks,Closed pantry for the Single Resident Occupency of Lawson House,30 W Chicago Ave,Chicago,60654,Closed Program,2,12,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00366,A00668,West Garfield Park,ONSITE,Presentation Covenant FP,Saturday: 10:00 am - 12:00 pm,Ruby Moses,General Public Food Pantry,734 S Springfield Ave,Chicago,60624,Zip Code: 60624,24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00369,A00373,Near West Side,ONSITE,Holy Family Notre Dame Pantry,Thursday: 12:00 pm - 2:00 pm,Marion Murphy,General Public food pantry,1029 S May St ( east entranc,Chicago,60607,"S-5th St to 15th, W: Dan Ryan - E: Ashland",25,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00376,A00380,,ONSITE,MOTHER'S CUPBOARD,,Carolyn Thomas,,4801 South Wabash,Chicago,60609,,3,3,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00382,A00386,North Lawndale,ONSITE,Blessed Sacrament food pantry,Wednesday: 12:45 pm - 3:00 pm,Patricia Kerz,General Public Food Pantry.,2153 S Millard Ave,Chicago,60623,16th St. (N) to 31st St. (S) &  Kedzie Ave.(E) to Pulaski Rd (W),24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00383,A00388,,ONSITE,Hillside Academy,Lunch only from 11A-1P,Deanna Bolton,This is a school for children and adolescents with behavioral and developmental disabilities.  It closes in June and reopens in August.,431 Hillside,Hillside,60162,,,17,7,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00385,A00390,,ONSITE,UNITED FAITH TABERNACLE CHURCH,11:00am-1:00pm,Rev. Treadwell,General Soup Kitchen,5209 WEST LAKE,Chicago,60644,,37,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00396,A00401,North Lawndale,ONSITE,Greater Progressive MBC Church,Tuesday: 11:00 am - 1:00 pm,Mary Tubbs,General Public Food Pantry.,1625 S Lawndale Ave,Chicago,60623,Polk St.(N) to Cermak Rd (S) & Kedzie Ave (E) to Kostner Ave (W),24,2,9,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00397,A00402,,ONSITE,Henry Booth House -Dearborn,Wednesday 9:30-11:30 AM,Bernice George,Food pantry open to the general public,2328 S. Dearborn,Chgo,60616,,3,2,5,3,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00407,A00412,Austin,ONSITE,Friends of Columbus Park,"Friday: 9:00am-11:00am, staff on site as early as 8:00am to serve clients.",Marjorie Cobbs,Pantry open to general public; Emergency Hours: Fridays 11am-12pm; ; 1xMonth; Goal=10 days.,5701 W Jackson Blvd,Chicago,60644,,29,1,8,4,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00435,A00441,Austin,ONSITE,Concerned Cit (Mother's House),Mon-Fri (7:30-8:30am) Sat (8:30am) Sun (9-9:30am & 1:30-2pm) Mon-Sat (12-12:30pm,Alice Jackson,Shelter for women w/o children,904 N Saint Louis Ave,Chicago,60644,Closed Program,27,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEFB,ON00444,A00450,,ONSITE,GOD'S HELPING HAND,8am-5pm-Office Hours,Felton Frankley,"Women's shelter, soup kitchen & pantry for general public",5820 West Chicago Avenue,Chicago,60651,,29,1,78,39,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
INACTIVEAG,ON00445,A00451,,ONSITE,Ruby Memorial/Emmanuel Temple,,Reverend Annie Brooks,Emergency Hours: Wednesday 7:00pm-8:00pm;,1005 North Pulaski,Chicago,60651,,37,1,10,5,7,0,0,0,0,,0,0,0,0,,0,0,0,0,,
